replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/ExplReturns Mean,evaluation/ExplReturns Std,evaluation/ExplReturns Max,evaluation/ExplReturns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
30800,0.018211903,0.021523122,3.8250227,2.0782974,0.53053397,2.7150614,-0.7998593,2.0992017,0.5316816,2.7983074,-0.7376348,2.1134872,0.5044164,2.9732811,-0.831903,6.007455,5.665068,31.664837,-7.121852,0.067568086,1.4695894,4.529045,-5.4245186,-0.9845646,0.35096887,-0.2961362,-2.8467045,0.001756722223944962,0.04729628562927246,30800,610,192.30769230769232,140.7039360968132,500,39,0.03258868877019013,0.3445041671040531,11.241924254072265,-0.3935403110335853,6.26705553272887,8.219828966647933,25.655523257000294,0.23833176127624772,-0.04395941,0.60185933,0.9983928,-0.9997765,13,6.26705553272887,27066,544,211.0,187.87568423633945,500,41,0.03526848421851577,0.18430635141355764,4.186174352521957,-0.2922339807815719,7.441650170106823,10.93010174143813,37.85708492719704,-0.020346749719465762,7.441650170106823,10.93010174143813,37.85708492719704,-0.020346749719465762,-0.027742406,0.57148284,0.99557495,-0.9993571,11,7.441650170106823,0.027485563012305647,95.03852478199406,101.12033646804048,0.022289973974693567,0.01233587198657915,12.530239838000853,208.75121249700896,3073.726561187883,10
33300,0.0356981,0.046611413,3.5192513,2.2135952,0.458679,3.3830268,0.791225,2.2308185,0.48448128,3.3319538,0.7388671,2.1531122,0.48980597,3.3364725,-0.28161082,5.8298073,4.630044,19.394419,-4.832838,0.108741015,1.417872,4.3293924,-5.1037254,-1.0193137,0.40263224,-0.04300034,-2.5302968,0.001766320550814271,-1.0789114236831665,33300,625,166.66666666666666,37.95728593505541,248,115,0.012225934271311805,0.03110717379799376,0.13157129639917378,-0.28161081385525205,2.037655711885301,1.791382080436308,5.736087272854039,0.18405810230009956,0.081843115,0.5264493,0.9999999,-0.9999291,15,2.037655711885301,29378,557,177.84615384615384,70.68983841004214,381,108,0.007774757826779665,0.028112408380629426,0.09224218381694783,-0.28161081385525205,1.3827107765780449,1.1353937990326926,2.960699488334296,0.14233098170546027,1.3827107765780449,1.1353937990326926,2.960699488334296,0.14233098170546027,0.08138957,0.39457446,0.9999827,-0.993288,13,1.3827107765780449,0.027382606989704072,61.8673159389873,93.1138388820109,0.012414823984727263,0.006948585971258581,13.154537366994191,168.18243820493808,3241.9130462668836,11
35800,0.02342249,0.019569036,3.5987294,2.0699236,0.6979797,3.288256,-1.1273723,2.068935,0.6753272,3.133846,-1.0412621,2.096663,0.6560597,3.1516297,-1.0547376,5.754381,5.4815493,26.471844,-3.2449908,0.30012575,1.380447,4.899643,-3.753487,-1.0897654,0.37103593,0.0318895,-2.560977,0.0017081628320738673,-1.5651943683624268,35800,650,100.0,49.86782529848279,252,44,0.0077648913811715235,0.0323459620525814,0.08809619299253543,-0.28161081385525205,0.7764891381171521,0.6151092823429459,2.303865675620929,0.02674738405428856,0.074040316,0.5604133,0.9999984,-0.9999595,25,0.7764891381171521,31676,575,127.66666666666667,101.56825838376432,389,44,-0.0001170839891424194,0.03978699929116783,0.05815100970879014,-0.28161081385525205,-0.01494772261384895,2.8027929051887654,1.7576920875026223,-11.434516125097552,-0.01494772261384895,2.8027929051887654,1.7576920875026223,-11.434516125097552,0.06615331,0.4623675,0.9999846,-0.9998056,18,-0.01494772261384895,0.013743987015914172,66.69096846901812,91.146085269982,0.02276435395469889,0.012368474970571697,13.091587669972796,170.9775182249141,3412.8930714697344,12
38300,0.025766239,0.021471119,3.5190036,2.132251,0.6313275,3.867115,-0.49447492,2.1255395,0.6306888,3.6696029,-0.5086354,2.1466513,0.65046513,3.142752,-0.5094618,5.7605762,4.9862237,23.198732,-2.8779678,0.15827376,1.3947276,4.442173,-4.1648164,-1.1157035,0.3880257,-0.25466213,-2.369873,0.0017348481342196465,-1.522019863128662,38300,663,192.30769230769232,169.58428111817102,500,72,-0.020098316776018525,0.07267614447541346,0.08857814843659881,-0.3809429243694693,-3.8650609184651006,12.050910728231969,2.4020801190614285,-36.621566407400685,-0.040527347,0.51060045,0.9988311,-0.99991494,13,-3.8650609184651006,34113,584,270.77777777777777,173.80498508243707,500,87,-0.047740970242280883,0.07523462039307251,0.10539272721630645,-0.311966489186843,-12.927193831159833,21.459704875274195,2.7164230835837366,-46.00381372630816,-12.927193831159833,21.459704875274195,2.7164230835837366,-46.00381372630816,-0.0729733,0.37342292,0.9919296,-0.9995778,9,-12.927193831159833,0.014456603035796434,97.59081531997072,94.44978973898105,0.022896887967363,0.012397174024954438,13.758155130024534,205.84851085400442,3618.745775591815,13
40800,0.023736479,0.041118283,4.3769436,2.2609696,0.56756246,3.4414546,0.28339505,2.2753854,0.5353306,3.4505126,0.29881984,2.2155454,0.5734589,3.056244,-0.28161082,6.7419643,5.10891,26.207067,-2.8292198,0.27868986,1.4790933,4.242716,-4.0318356,-1.0321604,0.43920988,0.025275484,-2.9053905,0.0017996951937675476,4.689465045928955,40800,668,500.0,0.0,500,500,0.031347992342260655,0.1294834763043813,5.634963419382549,-0.3826238309703104,15.673996171130327,9.216621820775442,29.253317465405562,3.0540917491921165,-0.02199617,0.59422785,0.99998826,-0.99982023,5,15.673996171130327,36613,589,500.0,0.0,500,500,0.05250344511073512,0.022117838184700582,0.13086749106327436,-0.17991295498939608,26.251722555367554,7.290105280682028,33.80695049529426,12.960068047715254,26.251722555367554,7.290105280682028,33.80695049529426,12.960068047715254,-0.02634297,0.5722963,0.9999668,-0.996386,5,26.251722555367554,0.013598060002550483,102.78501655097352,83.08402877399931,0.02308842504862696,0.012327798001933843,10.608100193028804,196.52615980105475,3815.2762046307907,14
43300,0.027687225,0.02350694,2.7902765,2.2121458,0.60546786,3.1027875,-0.54501224,2.2034006,0.6029028,3.0328104,-0.7219654,2.2199333,0.59161055,3.059741,-0.8711438,5.103851,4.7690153,23.987232,-7.3534994,0.1768773,1.3711942,4.3926697,-4.516264,-0.9760771,0.42815098,0.20151287,-2.7004395,0.0021292089950293303,-5.512251853942871,43300,693,100.0,48.12068162443254,155,23,0.0008395589306696152,0.32261302652572077,8.200919944137338,-0.41627732723069244,0.08395589306696237,6.4835086544286815,23.063937608707576,-5.812375840146445,0.043701477,0.6455185,0.9997888,-0.99998623,25,0.08395589306696237,39067,611,111.54545454545455,50.40267604072343,184,23,0.011580233486516307,0.353767635545172,11.0144631238705,-0.4086455305854108,1.2917224079959562,6.965663997753834,18.978366718941682,-5.991877350573101,1.2917224079959562,6.965663997753834,18.978366718941682,-5.991877350573101,0.041689306,0.6000011,0.99926364,-0.9999301,22,1.2917224079959562,0.01820365898311138,96.06895414297469,96.83453237102367,0.023888905008789152,0.012667184986639768,13.9513530760305,206.9095993390074,4022.190100580803,15
45800,0.032398872,0.030237116,3.7421017,2.2081747,0.79961306,5.316436,-0.43016937,2.1725626,0.8159867,5.241185,-0.7390915,2.1580896,0.7802922,4.521933,-0.28161082,6.0633984,5.3688154,33.623184,-5.1011825,0.18928988,1.38842,5.3226404,-5.479332,-1.1271,0.44533238,0.4400033,-2.8803275,0.0022056391462683678,0.38781246542930603,45800,699,416.6666666666667,136.7073110293992,500,130,0.04231094063584973,0.14513422576991708,4.058048029896003,-0.3141179956192528,17.629558598270723,17.74707969043908,53.160562346339084,-2.472761881652121,-0.02351993,0.46733338,0.99831384,-0.9986969,6,17.629558598270723,41567,616,500.0,0.0,500,500,0.05203257274822072,0.38564597844634046,15.58020107219293,-0.31781302684972845,26.016286374110347,13.46568778625398,47.494977358163936,10.09836281515514,26.016286374110347,13.46568778625398,47.494977358163936,10.09836281515514,-0.009068453,0.36175132,0.99570274,-0.9984865,5,26.016286374110347,0.027669494971632957,100.53872441296699,101.44903286005137,0.0227212380268611,0.012514354020822793,14.673685523972381,216.72434788401006,4238.918869520829,16
48300,0.0797538,0.07723486,3.764381,2.325492,0.5630082,3.5070887,-0.4488387,2.2947502,0.59180796,3.5285683,-0.5059903,2.3196206,0.6625929,3.4342377,-0.3508219,6.1814632,5.6576157,28.983973,-2.1616287,0.06621135,1.5318528,5.638423,-4.546427,-1.0271516,0.44924837,0.41774225,-2.4812975,0.0023915963247418404,1.0954067707061768,48300,711,208.33333333333334,206.74192178226025,500,13,-0.017518576066066913,0.08126430762245986,0.05707145577938369,-0.6148523892592579,-3.649703347097273,5.848736384185017,2.242333526821844,-15.332403750272595,-0.029267803,0.5124152,0.9994838,-0.9999144,12,-3.649703347097273,43848,623,325.85714285714283,197.80396397257894,500,11,-0.04158298728618297,0.10129837965019851,0.08057491186703741,-0.5597886476015269,-13.550113428540474,14.10292550680765,0.170024512562432,-35.55895776294857,-13.550113428540474,14.10292550680765,0.170024512562432,-35.55895776294857,-0.07640322,0.48707885,0.9984161,-0.9997637,7,-13.550113428540474,0.013715399021748453,99.98716059298022,89.85846293100622,0.022203432046808302,0.01240803103428334,12.25448081200011,202.14843119808938,4441.071416812949,17
50800,0.19889478,0.20795803,4.0465918,2.3079376,0.7448927,4.114761,-0.3519534,2.3106484,0.690616,3.9958541,-0.1718525,2.3335934,0.9244424,8.731758,-0.3801257,6.456094,3.9782414,16.635952,-2.8085394,-0.04206324,1.4949447,4.231658,-4.1099167,-0.9717414,0.45281854,-0.08076104,-2.845179,0.0024272690061479807,2.74609375,50800,723,208.33333333333334,167.95253959245616,500,32,0.07132187228574977,0.2713210825763559,5.397637595338392,-0.37822888875301464,14.858723392864531,16.819327308221556,51.44363632418459,-0.027896987319855404,-0.027401594,0.6017682,0.9998118,-0.9998221,12,14.858723392864531,46187,628,467.8,64.4,500,339,0.06856377971359157,0.22748738561348075,5.276966922753188,-0.3607235163864543,32.07413615001814,17.35135451620638,50.08513681262198,4.922235951641307,32.07413615001814,17.35135451620638,50.08513681262198,4.922235951641307,-0.029587345,0.49820235,0.998157,-0.99935335,5,32.07413615001814,0.027923096029553562,107.69983790098922,84.5436121870298,0.012452509021386504,0.007146271003875881,13.600980176997837,205.89195214107167,4646.967348834034,18
53300,0.18512571,0.18977055,2.5594397,2.525804,0.5765748,4.4705377,-0.2533742,2.5178642,0.5870936,4.4637837,-0.17684437,2.5292668,0.7737859,8.973679,-0.30201656,5.146243,3.7687936,15.47675,-4.4900684,-0.2347161,1.3884449,3.037196,-3.7329566,-0.93492556,0.44080088,0.091166735,-2.5566251,0.002425716258585453,-5.1409831047058105,53300,733,250.0,221.4353178695756,500,28,-0.00251794839115012,0.3079152456752311,5.723172407859025,-0.38923042143626885,-0.6294870977875299,11.448657987724847,17.245515978255526,-25.347193712673196,-0.12964177,0.57271457,0.99943984,-0.9998938,10,-0.6294870977875299,48562,635,339.2857142857143,205.76318863178216,500,28,-0.07476035888802478,0.11205312081045453,0.08738067718391304,-0.36357488593357745,-25.365121765579833,17.823030427633228,0.22283167006671983,-47.644243129327286,-25.365121765579833,17.823030427633228,0.22283167006671983,-47.644243129327286,-0.12741025,0.57254344,0.99541366,-0.99979246,7,-25.365121765579833,0.027396310004405677,88.80829178303247,105.05312517797574,0.01702850201399997,0.009665478020906448,13.921708023000974,207.8372152740485,4854.80707442417,19
55800,0.029775968,0.032226086,3.2603827,2.5832167,0.6993306,3.9195282,-0.32809702,2.580988,0.72888786,3.9200256,-0.34232938,2.5522213,0.68745005,3.8282194,-0.28161082,5.9457936,3.9492736,17.544056,-3.445231,0.09706426,1.4195185,4.6685696,-3.5969336,-1.0044991,0.45132372,-0.06279492,-2.4464312,0.002744753146544099,-0.3197517991065979,55800,749,156.25,103.3413639352607,461,52,0.08155753692357716,0.40344251243781365,5.724427542067835,-0.420322518034077,12.743365144308939,9.980557342178567,39.41674468584373,1.763559997981763,0.012117319,0.55634147,0.9998329,-0.9999817,16,12.743365144308939,50585,644,224.77777777777777,119.83208416389047,500,74,0.046662155528089916,0.294502832521613,6.885361727162975,-0.28161081385525205,10.488615625925096,8.721409195721382,26.02781158383194,0.7647330627285418,10.488615625925096,8.721409195721382,26.02781158383194,0.7647330627285418,0.019946583,0.57704455,0.99915946,-0.9984741,9,10.488615625925096,0.02751746098510921,101.45645316701848,93.31417390902061,0.020985874987673014,0.012395070982165635,14.775465950020589,209.60699143301463,5064.41704217525,20
